Incident Id,Date of Arrest,Time of Arrest,Primary Charge,Arrestee's Age,Arrestee's Race,Arrestee's Gender,Type of Arrest,Drugs or Alcohol Present,Weapon Present
37295,2017-05-21,22:16,OTHER,26.0,W,M,ON VIEW,Y,HANDGUN
37298,2017-05-22,10:35,OTHER,31.0,B,F,SUMMONED/CITED,U,UNARMED
37299,2017-05-22,15:47,LARCENY,34.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37301,2017-05-22,16:45,OTHER,31.0,W,M,ON VIEW,Y,HANDGUN
37300,2017-05-22,19:21,OTHER,47.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37304,2017-05-23,18:47,OTHER,32.0,B,M,SUMMONED/CITED,N,UNARMED
37325,2017-05-27,13:35,ALCOHOL,34.0,A,F,SUMMONED/CITED,N,UNARMED
37329,2017-05-29,8:00,DRUGS,22.0,A,M,SUMMONED/CITED,Y,UNARMED
37333,2017-05-30,9:08,OTHER,31.0,W,M,SUMMONED/CITED,N,UNARMED
37385,2017-06-01,20:31,FAIL TO APPEAR,30.0,A,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37362,2017-06-06,14:12,OTHER,56.0,B,M,SUMMONED/CITED,U,UNARMED
37367,2017-06-07,14:24,TRESPASSING,24.0,B,M,SUMMONED/CITED,N,UNARMED
37380,2017-06-09,9:21,DWI,32.0,W,M,ON VIEW,Y,UNARMED
37382,2017-06-09,17:16,FAIL TO APPEAR,38.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37386,2017-06-10,23:10,TRESPASSING,52.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37388,2017-06-11,1:56,OTHER,29.0,W,M,ON VIEW,Y,UNARMED
37389,2017-06-11,11:45,OTHER,45.0,B,M,SUMMONED/CITED,Y,UNARMED
37399,2017-06-12,21:42,ASSAULT,59.0,W,M,ON VIEW,N,UNARMED
37396,2017-06-13,6:38,DRUGS,21.0,W,M,ON VIEW,Y,UNARMED
37398,2017-06-13,12:01,DRUGS,27.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
37413,2017-06-16,12:42,OTHER,57.0,W,M,SUMMONED/CITED,Y,UNARMED
37420,2017-06-18,1:25,OTHER,31.0,B,F,ON VIEW,Y,UNARMED
37422,2017-06-19,1:30,OTHER,20.0,B,F,SUMMONED/CITED,N,UNARMED
37429,2017-06-21,22:28,ASSAULT,33.0,W,F,ON VIEW,N,UNARMED
37431,2017-06-22,7:50,OTHER,26.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37436,2017-06-22,22:10,ASSAULT,30.0,B,M,ON VIEW,U,UNARMED
37437,2017-06-22,23:05,DWI,25.0,W,M,ON VIEW,Y,UNARMED
37438,2017-06-23,2:16,TRESPASSING,24.0,B,M,SUMMONED/CITED,U,UNARMED
37439,2017-06-23,18:38,TRESPASSING,40.0,W,M,SUMMONED/CITED,U,UNARMED
37444,2017-06-24,17:06,ALCOHOL,45.0,B,M,SUMMONED/CITED,Y,UNARMED
37445,2017-06-24,17:10,ALCOHOL,36.0,B,M,SUMMONED/CITED,Y,UNARMED
37455,2017-06-28,1:40,DRUGS,27.0,B,M,SUMMONED/CITED,N,UNARMED
37453,2017-06-28,2:08,ASSAULT,59.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37457,2017-06-29,6:51,FAIL TO APPEAR,41.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37460,2017-06-30,21:14,ALCOHOL,53.0,B,F,SUMMONED/CITED,Y,UNARMED
37462,2017-06-30,22:59,ALCOHOL,47.0,B,M,SUMMONED/CITED,Y,UNARMED
37478,2017-07-04,7:40,ASSAULT,36.0,W,F,SUMMONED/CITED,N,UNARMED
37480,2017-07-04,10:33,OTHER,39.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37481,2017-07-04,12:16,DRUGS,47.0,B,M,SUMMONED/CITED,Y,UNARMED
37496,2017-07-07,11:22,OTHER,27.0,W,F,SUMMONED/CITED,N,UNARMED
37508,2017-07-08,17:23,OTHER,25.0,W,M,SUMMONED/CITED,Y,UNARMED
37506,2017-07-09,10:12,ALCOHOL,48.0,B,M,SUMMONED/CITED,Y,UNARMED
37521,2017-07-13,23:19,ALCOHOL,57.0,W,M,SUMMONED/CITED,Y,UNARMED
37531,2017-07-17,23:15,OTHER,21.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37539,2017-07-21,15:25,FAIL TO APPEAR,35.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
37541,2017-07-23,14:03,ALCOHOL,62.0,B,M,ON VIEW,Y,UNARMED
37557,2017-07-28,23:10,DRUGS,22.0,B,M,SUMMONED/CITED,Y,UNARMED
37567,2017-07-29,15:38,DWI,64.0,A,M,ON VIEW,Y,UNARMED
37561,2017-07-30,1:29,OTHER,23.0,A,M,SUMMONED/CITED,Y,UNARMED
37565,2017-07-30,1:52,DWI,21.0,W,M,ON VIEW,Y,UNARMED
37568,2017-07-30,16:33,TRESPASSING,24.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
37576,2017-08-02,0:16,DRUGS,36.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37577,2017-08-02,0:58,OTHER,60.0,B,M,ON VIEW,Y,UNARMED
37582,2017-08-03,0:48,ALCOHOL,57.0,W,M,SUMMONED/CITED,Y,UNARMED
37583,2017-08-03,1:04,OTHER,48.0,B,M,SUMMONED/CITED,Y,UNARMED
37591,2017-08-04,2:14,ASSAULT,29.0,B,M,ON VIEW,Y,UNARMED
37596,2017-08-04,17:45,ASSAULT,47.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37601,2017-08-05,3:01,DWI,26.0,B,M,ON VIEW,Y,UNARMED
37598,2017-08-05,9:06,FAIL TO APPEAR,29.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37604,2017-08-07,13:38,ALCOHOL,62.0,B,M,SUMMONED/CITED,Y,UNARMED
37609,2017-08-09,14:34,LARCENY,35.0,W,M,SUMMONED/CITED,U,UNARMED
37613,2017-08-10,16:38,OTHER,47.0,B,M,ON VIEW,Y,UNARMED
37618,2017-08-11,1:14,ALCOHOL,53.0,B,F,SUMMONED/CITED,Y,UNARMED
37619,2017-08-11,1:14,ALCOHOL,52.0,B,M,SUMMONED/CITED,Y,UNARMED
37631,2017-08-14,15:26,LARCENY,34.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37637,2017-08-17,1:05,DWI,21.0,W,F,ON VIEW,Y,UNARMED
37638,2017-08-17,9:06,FAIL TO APPEAR,27.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37639,2017-08-17,9:30,FAIL TO APPEAR,18.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37644,2017-08-18,3:42,OTHER,18.0,W,M,SUMMONED/CITED,Y,UNARMED
37659,2017-08-20,1:00,OTHER,20.0,W,F,SUMMONED/CITED,Y,UNARMED
37664,2017-08-21,11:32,OTHER,49.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37672,2017-08-23,11:23,DRUGS,35.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37673,2017-08-24,8:21,FAIL TO APPEAR,22.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37725,2017-08-24,14:28,OTHER,40.0,W,F,SUMMONED/CITED,N,UNARMED
37681,2017-08-24,21:37,OTHER,21.0,W,M,SUMMONED/CITED,Y,UNARMED
37682,2017-08-25,16:47,DWI,26.0,W,M,ON VIEW,Y,UNARMED
37692,2017-08-26,4:02,DWI,21.0,W,M,ON VIEW,Y,UNARMED
37691,2017-08-26,13:42,OTHER,27.0,W,M,SUMMONED/CITED,U,UNARMED
37701,2017-08-28,1:03,DRUGS,19.0,W,M,SUMMONED/CITED,Y,UNARMED
37704,2017-08-28,1:37,ASSAULT,43.0,W,F,ON VIEW,Y,UNARMED
37705,2017-08-28,15:40,FAIL TO APPEAR,18.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37715,2017-08-31,22:59,FAIL TO APPEAR,19.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
37723,2017-09-01,18:13,DWI,61.0,W,F,ON VIEW,Y,UNARMED
37726,2017-09-02,15:47,ALCOHOL,52.0,B,M,SUMMONED/CITED,Y,UNARMED
37727,2017-09-02,16:53,OTHER,44.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37733,2017-09-04,12:00,ALCOHOL,41.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37749,2017-09-08,5:39,ASSAULT,23.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,HANDGUN
37753,2017-09-09,16:27,OTHER,45.0,B,M,SUMMONED/CITED,Y,UNARMED
37757,2017-09-11,4:02,DWI,33.0,W,M,ON VIEW,Y,UNARMED
37759,2017-09-11,5:45,DWI,71.0,B,M,SUMMONED/CITED,Y,UNARMED
37774,2017-09-16,20:17,OTHER,50.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37783,2017-09-20,2:17,DWI,23.0,B,F,ON VIEW,Y,UNARMED
37784,2017-09-20,12:12,FAIL TO APPEAR,24.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37787,2017-09-20,16:35,FAIL TO APPEAR,52.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37794,2017-09-20,23:54,ASSAULT,30.0,B,F,SUMMONED/CITED,Y,UNARMED
37795,2017-09-21,1:58,OTHER,24.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37799,2017-09-21,19:03,DRUGS,28.0,B,M,ON VIEW,Y,UNARMED
37800,2017-09-22,3:21,FAIL TO APPEAR,18.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
37808,2017-09-22,22:33,DWI,26.0,W,M,ON VIEW,Y,UNARMED
37806,2017-09-23,9:46,OTHER,44.0,B,M,ON VIEW,N,UNARMED
37838,2017-09-29,17:10,ALCOHOL,57.0,W,M,ON VIEW,Y,UNARMED
37840,2017-09-30,1:21,TRESPASSING,28.0,B,M,ON VIEW,Y,UNARMED
37845,2017-09-30,17:29,OTHER,39.0,B,M,ON VIEW,U,UNARMED
37844,2017-10-01,3:30,DRUGS,24.0,B,M,SUMMONED/CITED,Y,UNARMED
37847,2017-10-01,20:52,OTHER,32.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37850,2017-10-02,22:31,OTHER,30.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37851,2017-10-02,23:56,LARCENY,55.0,B,M,ON VIEW,U,UNARMED
37853,2017-10-03,11:15,ALCOHOL,37.0,B,M,SUMMONED/CITED,Y,UNARMED
37856,2017-10-04,1:19,DWI,53.0,W,M,ON VIEW,Y,UNARMED
37858,2017-10-04,2:36,DRUGS,22.0,B,M,SUMMONED/CITED,Y,UNARMED
37860,2017-10-05,9:21,ALCOHOL,47.0,B,M,SUMMONED/CITED,Y,UNARMED
37862,2017-10-07,3:02,OTHER,21.0,B,M,ON VIEW,Y,HANDGUN
37877,2017-10-09,17:31,ASSAULT,66.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37879,2017-10-09,19:12,OTHER,43.0,B,F,ON VIEW,N,UNARMED
37883,2017-10-10,7:25,OTHER,29.0,B,F,SUMMONED/CITED,N,UNARMED
37898,2017-10-14,12:00,TRESPASSING,52.0,W,F,SUMMONED/CITED,Y,UNARMED
37967,2017-10-15,11:52,LARCENY,56.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37907,2017-10-17,19:11,DRUGS,29.0,B,M,SUMMONED/CITED,Y,UNARMED
37905,2017-10-17,22:42,LARCENY,34.0,W,M,ON VIEW,Y,UNARMED
37917,2017-10-20,22:38,OTHER,18.0,B,M,SUMMONED/CITED,N,UNARMED
37919,2017-10-20,22:38,OTHER,33.0,B,M,SUMMONED/CITED,N,UNARMED
37926,2017-10-23,13:54,FAIL TO APPEAR,51.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37934,2017-10-26,1:08,DRUGS,27.0,W,M,SUMMONED/CITED,Y,UNARMED
37940,2017-10-27,3:36,DRUGS,25.0,B,M,SUMMONED/CITED,Y,UNARMED
37953,2017-10-28,11:35,LARCENY,50.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37947,2017-10-28,17:53,FAIL TO APPEAR,18.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37956,2017-10-30,0:45,ALCOHOL,43.0,W,M,SUMMONED/CITED,Y,UNARMED
37974,2017-11-03,1:34,OTHER,23.0,W,M,ON VIEW,N,UNARMED
37983,2017-11-06,12:41,OTHER,53.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
37988,2017-11-06,16:45,DRUGS,25.0,B,M,SUMMONED/CITED,Y,UNARMED
37987,2017-11-06,20:52,DRUGS,25.0,W,F,ON VIEW,Y,UNARMED
37993,2017-11-08,11:32,OTHER,31.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37995,2017-11-08,16:00,TRESPASSING,18.0,W,F,SUMMONED/CITED,N,UNARMED
38000,2017-11-10,18:04,OTHER,34.0,B,F,ON VIEW,N,UNARMED
38005,2017-11-12,3:10,DRUGS,20.0,W,M,SUMMONED/CITED,Y,UNARMED
38006,2017-11-12,19:28,TRESPASSING,18.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38015,2017-11-15,17:10,LARCENY,43.0,W,M,SUMMONED/CITED,U,UNARMED
38017,2017-11-16,7:20,OTHER,52.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
38021,2017-11-18,3:37,LARCENY,24.0,B,M,ON VIEW,Y,UNARMED
38028,2017-11-19,4:37,ASSAULT,32.0,B,F,ON VIEW,Y,UNARMED
38036,2017-11-21,11:18,TRESPASSING,48.0,W,M,ON VIEW,Y,UNARMED
38037,2017-11-21,19:18,DRUGS,46.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38038,2017-11-22,23:32,OTHER,24.0,B,M,ON VIEW,Y,UNARMED
38041,2017-11-23,10:03,OTHER,36.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38048,2017-11-25,1:59,OTHER,33.0,W,F,SUMMONED/CITED,U,UNARMED
38047,2017-11-25,3:14,DRUGS,48.0,W,M,ON VIEW,Y,UNARMED
38058,2017-11-28,14:55,OTHER,52.0,W,M,ON VIEW,N,UNARMED
38069,2017-12-03,3:39,OTHER,28.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
38072,2017-12-05,5:38,ASSAULT,31.0,B,M,SUMMONED/CITED,U,UNARMED
38078,2017-12-07,10:54,ASSAULT,37.0,B,F,ON VIEW,N,UNARMED
38081,2017-12-09,3:29,ALCOHOL,28.0,B,M,ON VIEW,Y,UNARMED
38090,2017-12-12,16:06,OTHER,54.0,W,M,SUMMONED/CITED,U,UNARMED
38096,2017-12-14,17:44,TRESPASSING,41.0,W,M,SUMMONED/CITED,Y,UNARMED
38099,2017-12-16,0:41,TRESPASSING,47.0,B,M,SUMMONED/CITED,N,UNARMED
38107,2017-12-17,18:53,OTHER,22.0,A,M,ON VIEW,Y,UNARMED
38116,2017-12-20,19:14,ASSAULT,52.0,W,M,ON VIEW,N,UNARMED
38123,2017-12-22,0:23,DRUGS,24.0,W,F,SUMMONED/CITED,Y,UNARMED
38127,2017-12-22,12:45,TRESPASSING,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,HANDGUN
38133,2017-12-24,2:11,ASSAULT,20.0,W,M,ON VIEW,Y,UNARMED
38145,2017-12-28,3:11,OTHER,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,HANDGUN
38142,2017-12-28,6:15,OTHER,37.0,W,M,SUMMONED/CITED,Y,UNARMED
38146,2017-12-29,23:58,DWI,39.0,W,M,ON VIEW,Y,UNARMED
38165,2018-01-06,0:42,OTHER,27.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
38189,2018-01-14,2:25,DWI,25.0,B,M,ON VIEW,Y,UNARMED
38194,2018-01-15,16:41,TRESPASSING,33.0,B,M,SUMMONED/CITED,U,UNARMED
38196,2018-01-20,7:00,ASSAULT,46.0,W,M,SUMMONED/CITED,N,UNARMED
38201,2018-01-20,22:53,FAIL TO APPEAR,23.0,W,M,SUMMONED/CITED,N,UNARMED
38202,2018-01-21,3:33,DWI,24.0,B,F,ON VIEW,Y,UNARMED
38205,2018-01-21,19:12,ASSAULT,46.0,W,M,ON VIEW,N,UNARMED
38225,2018-01-28,2:40,ASSAULT,24.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38226,2018-01-28,17:48,TRESPASSING,44.0,B,M,SUMMONED/CITED,Y,UNARMED
38227,2018-01-28,23:08,OTHER,45.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38230,2018-01-29,23:01,OTHER,61.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38235,2018-01-31,3:19,ALCOHOL,37.0,W,M,SUMMONED/CITED,Y,UNARMED
38243,2018-02-03,2:26,OTHER,28.0,B,M,ON VIEW,N,HANDGUN
38244,2018-02-03,14:51,OTHER,32.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
38246,2018-02-03,21:31,FAIL TO APPEAR,51.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
38251,2018-02-04,19:56,ASSAULT,53.0,W,M,ON VIEW,Y,UNARMED
38253,2018-02-04,22:31,OTHER,24.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38257,2018-02-05,22:36,TRESPASSING,25.0,W,M,SUMMONED/CITED,Y,UNARMED
38258,2018-02-05,23:32,OTHER,25.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
38262,2018-02-06,16:49,OTHER,27.0,W,M,ON VIEW,U,UNARMED
38266,2018-02-07,9:17,ASSAULT,21.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38269,2018-02-08,0:33,OTHER,50.0,B,M,SUMMONED/CITED,Y,UNARMED
38282,2018-02-12,2:59,ASSAULT,51.0,B,M,ON VIEW,Y,UNARMED
38289,2018-02-14,21:12,FAIL TO APPEAR,55.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
38290,2018-02-15,0:24,OTHER,50.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38301,2018-02-16,15:24,DWI,50.0,W,F,SUMMONED/CITED,Y,UNARMED
38305,2018-02-16,22:29,DWI,20.0,W,F,ON VIEW,Y,UNARMED
38297,2018-02-16,22:43,DRUGS,23.0,W,M,ON VIEW,N,UNARMED
38299,2018-02-17,2:36,DWI,25.0,W,F,ON VIEW,Y,UNARMED
38304,2018-02-17,23:50,ALCOHOL,63.0,W,M,SUMMONED/CITED,Y,UNARMED
38307,2018-02-17,23:53,ALCOHOL,22.0,W,F,SUMMONED/CITED,Y,UNARMED
38310,2018-02-18,0:23,FAIL TO APPEAR,20.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
38317,2018-02-19,13:25,OTHER,28.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
38318,2018-02-19,16:33,LARCENY,27.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38323,2018-02-21,22:20,OTHER,51.0,B,M,ON VIEW,Y,UNARMED
38325,2018-02-22,7:50,OTHER,35.0,W,M,SUMMONED/CITED,N,UNARMED
38331,2018-02-22,17:03,ALCOHOL,53.0,B,M,SUMMONED/CITED,Y,UNARMED
38334,2018-02-22,22:56,ALCOHOL,38.0,W,M,ON VIEW,Y,UNARMED
38335,2018-02-23,1:59,OTHER,22.0,A,M,SUMMONED/CITED,Y,UNARMED
38338,2018-02-24,0:47,TRESPASSING,30.0,B,M,SUMMONED/CITED,N,UNARMED
38351,2018-02-26,2:37,OTHER,34.0,W,M,SUMMONED/CITED,U,UNARMED
38367,2018-03-03,2:46,DWI,24.0,W,F,ON VIEW,Y,UNARMED
38372,2018-03-03,18:14,ASSAULT,25.0,W,F,ON VIEW,U,UNARMED
38383,2018-03-08,13:06,ALCOHOL,71.0,B,M,SUMMONED/CITED,Y,UNARMED
38391,2018-03-09,1:35,DWI,63.0,W,F,ON VIEW,Y,UNARMED
38387,2018-03-09,13:30,DRUGS,18.0,B,M,SUMMONED/CITED,N,UNARMED
38393,2018-03-12,22:10,OTHER,37.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38395,2018-03-13,11:58,DRUGS,57.0,W,M,SUMMONED/CITED,Y,UNARMED
38405,2018-03-13,15:00,OTHER,57.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
38406,2018-03-16,23:06,FAIL TO APPEAR,31.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38417,2018-03-17,13:53,DWI,53.0,W,F,ON VIEW,Y,UNARMED
38409,2018-03-17,16:31,ALCOHOL,56.0,B,M,SUMMONED/CITED,Y,UNARMED
38410,2018-03-17,18:36,OTHER,71.0,B,M,SUMMONED/CITED,Y,UNARMED
38411,2018-03-17,19:13,ALCOHOL,37.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
38414,2018-03-18,4:54,DWI,47.0,W,F,ON VIEW,Y,UNARMED
38428,2018-03-24,2:44,DWI,28.0,B,M,ON VIEW,Y,UNARMED
38447,2018-03-27,19:09,FAIL TO APPEAR,60.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38445,2018-03-27,21:11,OTHER,40.0,W,M,SUMMONED/CITED,Y,UNARMED
38469,2018-03-31,9:02,FAIL TO APPEAR,24.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38470,2018-03-31,9:48,ALCOHOL,37.0,W,M,SUMMONED/CITED,Y,UNARMED
38478,2018-03-31,10:51,DRUGS,20.0,W,F,SUMMONED/CITED,Y,UNARMED
38479,2018-04-01,3:40,DWI,26.0,W,M,ON VIEW,Y,UNARMED
38476,2018-04-01,6:42,LARCENY,26.0,W,M,ON VIEW,Y,UNARMED
38487,2018-04-03,22:23,OTHER,45.0,B,M,SUMMONED/CITED,Y,UNARMED
38501,2018-04-06,11:03,ASSAULT,36.0,W,F,ON VIEW,Y,UNARMED
38505,2018-04-07,15:47,FAIL TO APPEAR,63.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
38504,2018-04-07,23:40,TRESPASSING,36.0,B,M,ON VIEW,Y,UNARMED
38513,2018-04-09,5:15,OTHER,36.0,W,M,ON VIEW,U,HANDGUN
38509,2018-04-09,10:55,LARCENY,33.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38511,2018-04-09,14:34,ALCOHOL,45.0,W,M,SUMMONED/CITED,Y,UNARMED
38514,2018-04-09,19:57,OTHER,50.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38516,2018-04-10,16:13,LARCENY,45.0,W,M,ON VIEW,Y,UNARMED
38518,2018-04-11,3:45,OTHER,36.0,W,M,SUMMONED/CITED,Y,UNARMED
38521,2018-04-13,2:39,FAIL TO APPEAR,23.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
38526,2018-04-14,18:30,ALCOHOL,52.0,W,M,SUMMONED/CITED,Y,UNARMED
38530,2018-04-15,16:46,OTHER,58.0,W,M,SUMMONED/CITED,U,UNARMED
38535,2018-04-16,21:11,OTHER,36.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
38544,2018-04-19,23:09,OTHER,20.0,W,M,SUMMONED/CITED,Y,UNARMED
38550,2018-04-21,23:20,OTHER,22.0,W,M,SUMMONED/CITED,Y,UNARMED
38547,2018-04-22,0:42,ALCOHOL,56.0,B,M,SUMMONED/CITED,Y,UNARMED
38563,2018-04-26,0:29,ASSAULT,50.0,B,M,ON VIEW,N,UNARMED
38572,2018-04-27,9:47,OTHER,41.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38574,2018-04-27,16:41,FAIL TO APPEAR,64.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
38585,2018-04-27,17:56,OTHER,19.0,B,M,SUMMONED/CITED,U,UNARMED
38583,2018-04-29,3:08,DWI,23.0,B,M,ON VIEW,Y,UNARMED
38608,2018-05-01,15:00,OTHER,28.0,B,M,ON VIEW,N,UNARMED
38616,2018-05-03,0:22,DRUGS,24.0,W,F,SUMMONED/CITED,Y,UNARMED
38628,2018-05-04,0:34,OTHER,35.0,W,F,ON VIEW,Y,UNARMED
38624,2018-05-04,1:17,TRESPASSING,52.0,W,M,SUMMONED/CITED,Y,UNARMED
38627,2018-05-04,3:11,OTHER,26.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
38643,2018-05-05,3:02,DWI,25.0,B,F,ON VIEW,Y,UNARMED
38631,2018-05-05,6:24,OTHER,36.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
38633,2018-05-06,0:05,OTHER,22.0,W,M,SUMMONED/CITED,Y,UNARMED
38645,2018-05-06,16:15,OTHER,65.0,B,F,SUMMONED/CITED,U,UNARMED
38649,2018-05-07,12:49,OTHER,20.0,B,M,ON VIEW,N,UNARMED
38670,2018-05-12,11:33,FAIL TO APPEAR,21.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38672,2018-05-12,19:09,ALCOHOL,37.0,W,M,SUMMONED/CITED,Y,UNARMED
38675,2018-05-12,20:08,ASSAULT,30.0,B,M,ON VIEW,U,HANDGUN
38676,2018-05-13,13:41,ASSAULT,25.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38677,2018-05-13,16:16,OTHER,39.0,W,M,ON VIEW,U,UNARMED
38680,2018-05-14,23:01,OTHER,48.0,B,M,SUMMONED/CITED,Y,UNARMED
38682,2018-05-16,8:10,OTHER,62.0,W,M,SUMMONED/CITED,N,UNARMED
38688,2018-05-16,19:09,OTHER,44.0,W,F,SUMMONED/CITED,Y,UNARMED
38685,2018-05-16,20:11,OTHER,36.0,W,M,ON VIEW,Y,UNARMED
38686,2018-05-16,23:00,OTHER,49.0,B,M,ON VIEW,Y,UNARMED
38687,2018-05-17,1:26,OTHER,32.0,B,F,ON VIEW,Y,UNARMED
38690,2018-05-18,10:30,TRESPASSING,37.0,W,M,SUMMONED/CITED,N,UNARMED
38693,2018-05-18,14:05,FAIL TO APPEAR,56.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
38691,2018-05-18,15:43,ASSAULT,18.0,B,M,ON VIEW,N,UNARMED
38692,2018-05-18,23:21,ALCOHOL,27.0,W,M,SUMMONED/CITED,Y,UNARMED
38695,2018-05-19,1:58,FAIL TO APPEAR,27.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
38704,2018-05-19,16:14,DWI,43.0,B,M,ON VIEW,Y,UNARMED
